"title","image","anilist_url"
"The Slime Diaries","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx116741-MI9aI2ikNyAP.jpg","https://anilist.co/anime/116741/The-Slime-Diaries/"
"The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx129898-FRUzDtPhRigt.jpg","https://anilist.co/anime/129898/The-Worlds-Finest-Assassin-Gets-Reincarnated-in-Another-World-as-an-Aristocrat/"
"Today's Menu for the Emiya Family","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx100855-r8cXwdCschnX.jpg","https://anilist.co/anime/100855/Todays-Menu-for-the-Emiya-Family/"
"Violet Evergarden","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21827-ubzq619ZA2E9.png","https://anilist.co/anime/21827/Violet-Evergarden/"
"Wandering Witch: The Journey of Elaina","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx112609-hBCbnYlEHluz.jpg","https://anilist.co/anime/112609/Wandering-Witch-The-Journey-of-Elaina/"
"Ya Boy Kongming!","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx141774-iteNFzPq2oGw.jpg","https://anilist.co/anime/141774/Ya-Boy-Kongming/"
"A Place Further Than the Universe","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx99426-ti5BL69Ip3kZ.png","https://anilist.co/anime/99426/A-Place-Further-Than-the-Universe/"
"A Silent Voice","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20954-sYRfE5jQRtSB.jpg","https://anilist.co/anime/20954/A-Silent-Voice/"
"Cautious Hero: The Hero Is Overpowered but Overly Cautious","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx105156-ZVtxISdoUqnY.png","https://anilist.co/anime/105156/Cautious-Hero-The-Hero-Is-Overpowered-but-Overly-Cautious/"
"Cells at Work! CODE BLACK","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx117533-Niown8l6NAWk.jpg","https://anilist.co/anime/117533/Cells-at-Work-CODE-BLACK/"
"Delicious in Dungeon","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx153518-IVXPDY5ph3kO.jpg","https://anilist.co/anime/153518/Delicious-in-Dungeon/"
"Fate/stay night [Heaven's Feel] II. lost butterfly","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21718-Hjj26Sapx1bd.jpg","https://anilist.co/anime/21718/Fatestay-night-Heavens-Feel-II-lost-butterfly/"
"Fate/stay night: Unlimited Blade Works","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx19603-ycT0pyEgDVQu.jpg","https://anilist.co/anime/19603/Fatestay-night-Unlimited-Blade-Works/"
"Fate/Zero Season 2","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx11741-oEy1fJHYm2zJ.jpg","https://anilist.co/anime/11741/FateZero-Season-2/"
"Howl‘s Moving Castle","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx431-o8Lj3XkjHm2k.jpg","https://anilist.co/anime/431/Howls-Moving-Castle/"
"I've Been Killing Slimes for 300 Years and Maxed Out My Level","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx112608-T3OKdLhxYUfe.png","https://anilist.co/anime/112608/Ive-Been-Killing-Slimes-for-300-Years-and-Maxed-Out-My-Level/"
"Kaguya-sama: Love is War","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx101921-ufrjLzhSz7L1.jpg","https://anilist.co/anime/101921/Kaguyasama-Love-is-War/"
"KONOSUBA -God's blessing on this wonderful world! 3","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx136804-7FVftG67FPBc.jpg","https://anilist.co/anime/136804/KONOSUBA-Gods-blessing-on-this-wonderful-world-3/"
"Kubo Won't Let Me Be Invisible","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx148969-3vPgXpMpQvba.jpg","https://anilist.co/anime/148969/Kubo-Wont-Let-Me-Be-Invisible/"
"MASHLE: MAGIC AND MUSCLES Season 2","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx166610-S5q7V2v5zdDK.jpg","https://anilist.co/anime/166610/MASHLE-MAGIC-AND-MUSCLES-Season-2/"
"Miss Kobayashi's Dragon Maid S","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx107717-bixaW1NTGBra.jpg","https://anilist.co/anime/107717/Miss-Kobayashis-Dragon-Maid-S/"
"Mushoku Tensei: Jobless Reincarnation Season 2","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx146065-IjirxRK26O03.png","https://anilist.co/anime/146065/Mushoku-Tensei-Jobless-Reincarnation-Season-2/"
"Mushoku Tensei: Jobless Reincarnation Season 2 Part 2","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx166873-xO0BRPkmwFll.png","https://anilist.co/anime/166873/Mushoku-Tensei-Jobless-Reincarnation-Season-2-Part-2/"
"No Game, No Life","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b19815-sEOQ9yQaPKlk.jpg","https://anilist.co/anime/19815/No-Game-No-Life/"
"Puella Magi Madoka Magica","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx9756-QnUGwlwwnsuN.jpg","https://anilist.co/anime/9756/Puella-Magi-Madoka-Magica/"
"Puella Magi Madoka Magica the Movie Part III: Rebellion","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b11981-koz1IoISs3eU.jpg","https://anilist.co/anime/11981/Puella-Magi-Madoka-Magica-the-Movie-Part-III-Rebellion/"
"Rascal Does Not Dream of Bunny Girl Senpai","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx101291-wfEdgPqtfU0l.jpg","https://anilist.co/anime/101291/Rascal-Does-Not-Dream-of-Bunny-Girl-Senpai/"
"Re:CREATORS","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx97980-9NQwPW0igSMk.jpg","https://anilist.co/anime/97980/ReCREATORS/"
"Re:ZERO -Starting Life in Another World- Season 2","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx108632-lQWnmw7XaNOK.jpg","https://anilist.co/anime/108632/ReZERO-Starting-Life-in-Another-World-Season-2/"
"Reincarnated as a Sword","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx139587-rbZVcigCRtHY.jpg","https://anilist.co/anime/139587/Reincarnated-as-a-Sword/"
"Shangri-La Frontier","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx151970-xtIx3VqEk02X.jpg","https://anilist.co/anime/151970/ShangriLa-Frontier/"
"Shangri-La Frontier Season 2","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx176508-eFad4szofm8d.png","https://anilist.co/anime/176508/ShangriLa-Frontier-Season-2/"
"Sound! Euphonium 2","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21460-B52Z2pICE11i.png","https://anilist.co/anime/21460/Sound-Euphonium-2/"
"SPY x FAMILY","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx140960-Kb6R5nYQfjmP.jpg","https://anilist.co/anime/140960/SPY-x-FAMILY/"
"Summer Time Rendering","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx129201-HJBauga2be8I.png","https://anilist.co/anime/129201/Summer-Time-Rendering/"
"Teasing Master Takagi-san Season 3","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx138424-97Nz1P7M3O2d.png","https://anilist.co/anime/138424/Teasing-Master-Takagisan-Season-3/"
"Tengoku Daimakyo","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx155783-YosKbsmZzuDE.jpg","https://anilist.co/anime/155783/Tengoku-Daimakyo/"
"That Time I Got Reincarnated as a Slime","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx101280-tDxCVJm714nt.jpg","https://anilist.co/anime/101280/That-Time-I-Got-Reincarnated-as-a-Slime/"
"That Time I Got Reincarnated as a Slime Season 2","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx108511-PufFordLNyIb.jpg","https://anilist.co/anime/108511/That-Time-I-Got-Reincarnated-as-a-Slime-Season-2/"
"That Time I Got Reincarnated as a Slime Season 2 Part 2","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx116742-jn0dW23ftehq.jpg","https://anilist.co/anime/116742/That-Time-I-Got-Reincarnated-as-a-Slime-Season-2-Part-2/"
"That Time I Got Reincarnated as a Slime Season 3","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx156822-Jzo2ITWgm4kM.jpg","https://anilist.co/anime/156822/That-Time-I-Got-Reincarnated-as-a-Slime-Season-3/"
"The Elusive Samurai","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx162896-hSMTVceb50GY.jpg","https://anilist.co/anime/162896/The-Elusive-Samurai/"
"The Eminence in Shadow Season 2","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx161964-JpkEbHI8ivaP.jpg","https://anilist.co/anime/161964/The-Eminence-in-Shadow-Season-2/"
"The Faraway Paladin","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx132473-L64hP24nJyEV.jpg","https://anilist.co/anime/132473/The-Faraway-Paladin/"
"The Weakest Tamer Began a Journey to Pick Up Trash","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx156891-bw91QNdptQEG.jpg","https://anilist.co/anime/156891/The-Weakest-Tamer-Began-a-Journey-to-Pick-Up-Trash/"
"Uma Musume: Pretty Derby - Shin Jidai no Tobira","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx172420-4LjhmwpNMHti.jpg","https://anilist.co/anime/172420/Uma-Musume-Pretty-Derby--Shin-Jidai-no-Tobira/"
"Umamusume: Pretty Derby Season 2","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx124223-XMOEUPopjtrI.png","https://anilist.co/anime/124223/Umamusume-Pretty-Derby-Season-2/"
"Umamusume: Pretty Derby Season 3","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx156632-QnKMOaso3n2y.jpg","https://anilist.co/anime/156632/Umamusume-Pretty-Derby-Season-3/"
"Violet Evergarden: Eternity and the Auto Memory Doll","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx109190-e8mv1qdmpjLW.jpg","https://anilist.co/anime/109190/Violet-Evergarden-Eternity-and-the-Auto-Memory-Doll/"
"Wistoria: Wand and Sword","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx174576-tpKcHG0eO6CS.jpg","https://anilist.co/anime/174576/Wistoria-Wand-and-Sword/"
"Danganronpa 3: The End of Hope’s Peak High School - Despair Arc","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21825-OjVRUQwM8bTz.png","https://anilist.co/anime/21825/Danganronpa-3-The-End-of-Hopes-Peak-High-School--Despair-Arc/"
"Fate/Zero","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx10087-M4Hd9qrHGrXk.png","https://anilist.co/anime/10087/FateZero/"
"Kaguya-sama: Love is War -The First Kiss That Never Ends-","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx151384-gv0q8wOE6D58.jpg","https://anilist.co/anime/151384/Kaguyasama-Love-is-War-The-First-Kiss-That-Never-Ends/"
"Komi Can’t Communicate","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx133965-9TZBS4m4yvED.png","https://anilist.co/anime/133965/Komi-Cant-Communicate/"
"KONOSUBA -God's blessing on this wonderful world!","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21202-qQoJeKz76vRT.png","https://anilist.co/anime/21202/KONOSUBA-Gods-blessing-on-this-wonderful-world/"
"LOOK BACK","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx174788-9LsUnn0oEppv.jpg","https://anilist.co/anime/174788/LOOK-BACK/"
"MASHLE: MAGIC AND MUSCLES","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx151801-XxVf22Le6C8o.png","https://anilist.co/anime/151801/MASHLE-MAGIC-AND-MUSCLES/"
"Miss Kobayashi's Dragon Maid","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21776-bwPaYKhnKfUs.png","https://anilist.co/anime/21776/Miss-Kobayashis-Dragon-Maid/"
"My Happy Marriage Season 2","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx169441-DHutDkhkC8EN.jpg","https://anilist.co/anime/169441/My-Happy-Marriage-Season-2/"
"Non Non Biyori","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx17549-ROdV36u4nWkU.png","https://anilist.co/anime/17549/Non-Non-Biyori/"
"Non Non Biyori Nonstop","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx109403-g6QqMkqV1ayu.jpg","https://anilist.co/anime/109403/Non-Non-Biyori-Nonstop/"
"Non Non Biyori Repeat","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20694-Brxd5Unqa5fP.png","https://anilist.co/anime/20694/Non-Non-Biyori-Repeat/"
"Non Non Biyori Vacation","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx98779-83geTNam3rVE.jpg","https://anilist.co/anime/98779/Non-Non-Biyori-Vacation/"
"Saga of Tanya the Evil - the Movie -","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx100878-npKVJvggmK6a.jpg","https://anilist.co/anime/100878/Saga-of-Tanya-the-Evil--the-Movie-/"
"Skip and Loafer","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx141911-o6Jwav7hRPPM.jpg","https://anilist.co/anime/141911/Skip-and-Loafer/"
"The Tale of The Princess Kaguya","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/16664-Wakrc8rbBkor.jpg","https://anilist.co/anime/16664/The-Tale-of-The-Princess-Kaguya/"
"Uncle from Another World","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx135806-uhqZSNTYZe04.jpg","https://anilist.co/anime/135806/Uncle-from-Another-World/"
"Alya Sometimes Hides Her Feelings in Russian","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx162804-TBeptcAfvqTd.jpg","https://anilist.co/anime/162804/Alya-Sometimes-Hides-Her-Feelings-in-Russian/"
"As a Reincarnated Aristocrat, I'll Use My Appraisal Skill to Rise in the World","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx164702-FjpM96MPdzVm.jpg","https://anilist.co/anime/164702/As-a-Reincarnated-Aristocrat-Ill-Use-My-Appraisal-Skill-to-Rise-in-the-World/"
"As a Reincarnated Aristocrat, I'll Use My Appraisal Skill to Rise in the World Season 2","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx178434-UtRCL4WqNcgv.png","https://anilist.co/anime/178434/As-a-Reincarnated-Aristocrat-Ill-Use-My-Appraisal-Skill-to-Rise-in-the-World-Season-2/"
"Ascendance of a Bookworm Part 2","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx113693-3tHbslFxD47R.jpg","https://anilist.co/anime/113693/Ascendance-of-a-Bookworm-Part-2/"
"Cells at Work!","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx100977-nH1J2dR7GGAk.jpg","https://anilist.co/anime/100977/Cells-at-Work/"
"Chainsaw Man","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx127230-DdP4vAdssLoz.png","https://anilist.co/anime/127230/Chainsaw-Man/"
"Chillin' in Another World with Level 2 Super Cheat Powers","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx170130-tvhn13WYQ2qM.jpg","https://anilist.co/anime/170130/Chillin-in-Another-World-with-Level-2-Super-Cheat-Powers/"
"Demon Slayer: Kimetsu no Yaiba","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx101922-WBsBl0ClmgYL.jpg","https://anilist.co/anime/101922/Demon-Slayer-Kimetsu-no-Yaiba/"
"Demon Slayer: Kimetsu no Yaiba Swordsmith Village Arc","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx145139-rRimpHGWLhym.png","https://anilist.co/anime/145139/Demon-Slayer-Kimetsu-no-Yaiba-Swordsmith-Village-Arc/"
"DRIFTERS","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21123-bCuqm8wLDqOw.png","https://anilist.co/anime/21123/DRIFTERS/"
"Fate/stay night [Heaven's Feel] I. presage flower","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20791-yPCX5GJuMH2k.png","https://anilist.co/anime/20791/Fatestay-night-Heavens-Feel-I-presage-flower/"
"Fate/stay night: Unlimited Blade Works 2nd Season","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20792-Q53sZsUAh5FF.jpg","https://anilist.co/anime/20792/Fatestay-night-Unlimited-Blade-Works-2nd-Season/"
"Fruits Basket (2019)","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx105334-AZwEdMu4KFtV.jpg","https://anilist.co/anime/105334/Fruits-Basket-2019/"
"Fruits Basket -prelude-","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx136192-hxeNRzBHizBZ.jpg","https://anilist.co/anime/136192/Fruits-Basket-prelude/"
"Fruits Basket Season 2","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx111762-C8TNf5uRlVNQ.jpg","https://anilist.co/anime/111762/Fruits-Basket-Season-2/"
"Fruits Basket The Final Season","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx124194-TJlqMMR7BGn9.jpg","https://anilist.co/anime/124194/Fruits-Basket-The-Final-Season/"
"Hyouka","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx12189-zj5AWUYO53Fv.jpg","https://anilist.co/anime/12189/Hyouka/"
"I've Been Killing Slimes For 300 Years And Maxed Out My Level Season 2","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx143337-2uPE0ywVcz9X.jpg","https://anilist.co/anime/143337/Ive-Been-Killing-Slimes-For-300-Years-And-Maxed-Out-My-Level-Season-2/"
"K-ON!: The Movie","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx9617-Z2RA1TIkcNEg.png","https://anilist.co/anime/9617/KON-The-Movie/"
"Komi Can't Communicate Part 2","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx142984-nv2MWVWZ1yYH.jpg","https://anilist.co/anime/142984/Komi-Cant-Communicate-Part-2/"
"KONOSUBA -God's blessing on this wonderful world! 2","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21699-Fkbnkl9ZC6fW.png","https://anilist.co/anime/21699/KONOSUBA-Gods-blessing-on-this-wonderful-world-2/"
"KONOSUBA -God's blessing on this wonderful world!- Legend of Crimson","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx102976-2Yi5icRbjukO.png","https://anilist.co/anime/102976/KONOSUBA-Gods-blessing-on-this-wonderful-world-Legend-of-Crimson/"
"Liz and the Blue Bird","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx100178-MVATisQLOhkp.png","https://anilist.co/anime/100178/Liz-and-the-Blue-Bird/"
"Made in Abyss","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx97986-TQ7dCgbS3y5s.jpg","https://anilist.co/anime/97986/Made-in-Abyss/"
"Made in Abyss: Dawn of the Deep Soul","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx100643-fPH9OgEKKvcI.jpg","https://anilist.co/anime/100643/Made-in-Abyss-Dawn-of-the-Deep-Soul/"
"Made in Abyss: The Golden City of the Scorching Sun","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx114745-fBgTC12T7IAy.jpg","https://anilist.co/anime/114745/Made-in-Abyss-The-Golden-City-of-the-Scorching-Sun/"
"Makeine: Too Many Losing Heroines!","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx171457-nmMIk0gNiWsm.jpg","https://anilist.co/anime/171457/Makeine-Too-Many-Losing-Heroines/"
"Mieruko-chan","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx131083-sKGHkpVDksaZ.png","https://anilist.co/anime/131083/Mierukochan/"
"My Happy Marriage","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx147103-Om2LOXlhHNAe.png","https://anilist.co/anime/147103/My-Happy-Marriage/"
"Naruto","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20-dE6UHbFFg1A5.jpg","https://anilist.co/anime/20/Naruto/"
"ODDTAXI","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx128547-nNekWTKqmvEi.jpg","https://anilist.co/anime/128547/ODDTAXI/"
"Rascal Does Not Dream of a Knapsack Kid","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx161474-ZDfmmlJQQngN.jpg","https://anilist.co/anime/161474/Rascal-Does-Not-Dream-of-a-Knapsack-Kid/"
"Re:ZERO -Starting Life in Another World-","https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21355-wRVUrGxpvIQQ.jpg","https://anilist.co/anime/21355/ReZERO-Starting-Life-in-Another-World/"
